colour	x	y	showSelectedlegendcolour	fill
#F8766D	69	1060	BachDeg+	#F8766D
#00B0F6	24	720	School	#00B0F6
#00BF7D	38	630	OthPostSec	#00BF7D
#00BF7D	28	250	OthPostSec	#00BF7D
#A3A500	33	330	NoQual	#A3A500
#E76BF3	38	420	Vocational	#E76BF3
#F8766D	40	780	BachDeg+	#F8766D
#00B0F6	19	540	School	#00B0F6
#F8766D	27	390	BachDeg+	#F8766D
#00B0F6	25	340	School	#00B0F6
#E76BF3	37	400	Vocational	#E76BF3
#E76BF3	12	130	Vocational	#E76BF3
#A3A500	48	550	NoQual	#A3A500
#A3A500	53	390	NoQual	#A3A500
#A3A500	8	470	NoQual	#A3A500
#00B0F6	39	670	School	#00B0F6
#E76BF3	34	450	Vocational	#E76BF3
#00B0F6	30	700	School	#00B0F6
#A3A500	17	440	NoQual	#A3A500
#00B0F6	30	450	School	#00B0F6
#E76BF3	13	220	Vocational	#E76BF3
#A3A500	22	220	NoQual	#A3A500
#00B0F6	12	310	School	#00B0F6
#00B0F6	44	830	School	#00B0F6
#F8766D	40	970	BachDeg+	#F8766D
#A3A500	47	1220	NoQual	#A3A500
#E76BF3	38	1660	Vocational	#E76BF3
#00B0F6	30	450	School	#00B0F6
#F8766D	4	50	BachDeg+	#F8766D
#F8766D	10	270	BachDeg+	#F8766D
#A3A500	15	650	NoQual	#A3A500
#F8766D	6	280	BachDeg+	#F8766D
#F8766D	86	700	BachDeg+	#F8766D
#00B0F6	15	410	School	#00B0F6
#A3A500	105	950	NoQual	#A3A500
#E76BF3	73	450	Vocational	#E76BF3
#F8766D	50	1470	BachDeg+	#F8766D
#00B0F6	25	420	School	#00B0F6
#E76BF3	2	130	Vocational	#E76BF3
#E76BF3	12	800	Vocational	#E76BF3
#E76BF3	43	930	Vocational	#E76BF3
#E76BF3	42	1120	Vocational	#E76BF3
#F8766D	50	750	BachDeg+	#F8766D
#E76BF3	61	930	Vocational	#E76BF3
#A3A500	47	350	NoQual	#A3A500
#00BF7D	39	830	OthPostSec	#00BF7D
#00B0F6	38	410	School	#00B0F6
#F8766D	14	340	BachDeg+	#F8766D
#00B0F6	6	230	School	#00B0F6
#E76BF3	34	710	Vocational	#E76BF3
#00B0F6	30	510	School	#00B0F6
#F8766D	16	420	BachDeg+	#F8766D
#00B0F6	26	240	School	#00B0F6
#A3A500	40	630	NoQual	#A3A500
#F8766D	46	1050	BachDeg+	#F8766D
#E76BF3	20	550	Vocational	#E76BF3
#00B0F6	15	310	School	#00B0F6
#00B0F6	53	570	School	#00B0F6
#A3A500	58	660	NoQual	#A3A500
#F8766D	38	1230	BachDeg+	#F8766D
#E76BF3	44	690	Vocational	#E76BF3
#A3A500	40	370	NoQual	#A3A500
#E76BF3	56	1360	Vocational	#E76BF3
#A3A500	18	400	NoQual	#A3A500
#E76BF3	38	620	Vocational	#E76BF3
#A3A500	22	530	NoQual	#A3A500
#00B0F6	40	460	School	#00B0F6
#E76BF3	32	630	Vocational	#E76BF3
#00B0F6	25	320	School	#00B0F6
#E76BF3	23	220	Vocational	#E76BF3
#00B0F6	29	330	School	#00B0F6
#E76BF3	30	380	Vocational	#E76BF3
#E76BF3	10	260	Vocational	#E76BF3
#A3A500	30	500	NoQual	#A3A500
#E76BF3	30	590	Vocational	#E76BF3
#E76BF3	38	410	Vocational	#E76BF3
#E76BF3	60	1290	Vocational	#E76BF3
#F8766D	30	650	BachDeg+	#F8766D
#A3A500	25	470	NoQual	#A3A500
#E76BF3	16	160	Vocational	#E76BF3
#E76BF3	36	730	Vocational	#E76BF3
#00B0F6	40	400	School	#00B0F6
#00B0F6	28	480	School	#00B0F6
#F8766D	32	520	BachDeg+	#F8766D
#E76BF3	15	240	Vocational	#E76BF3
#E76BF3	10	830	Vocational	#E76BF3
#00B0F6	12	920	School	#00B0F6
#E76BF3	27	580	Vocational	#E76BF3
#E76BF3	30	430	Vocational	#E76BF3
#00BF7D	40	710	OthPostSec	#00BF7D
#00B0F6	15	760	School	#00B0F6
#A3A500	31	570	NoQual	#A3A500
#00B0F6	19	210	School	#00B0F6
#A3A500	67	600	NoQual	#A3A500
#A3A500	18	270	NoQual	#A3A500
#A3A500	40	390	NoQual	#A3A500
#00BF7D	26	300	OthPostSec	#00BF7D
#E76BF3	38	690	Vocational	#E76BF3
#E76BF3	24	440	Vocational	#E76BF3
#00BF7D	20	510	OthPostSec	#00BF7D
#E76BF3	30	860	Vocational	#E76BF3
#E76BF3	10	90	Vocational	#E76BF3
#00B0F6	104	1150	School	#00B0F6
#E76BF3	20	480	Vocational	#E76BF3
#00B0F6	56	120	School	#00B0F6
#00B0F6	40	1090	School	#00B0F6
#E76BF3	40	610	Vocational	#E76BF3
#E76BF3	39	410	Vocational	#E76BF3
#E76BF3	34	1000	Vocational	#E76BF3
#00BF7D	25	360	OthPostSec	#00BF7D
#E76BF3	40	1600	Vocational	#E76BF3
#A3A500	40	600	NoQual	#A3A500
#00BF7D	31	330	OthPostSec	#00BF7D
#F8766D	35	1210	BachDeg+	#F8766D
#E76BF3	20	230	Vocational	#E76BF3
#F8766D	40	740	BachDeg+	#F8766D
#F8766D	2	100	BachDeg+	#F8766D
#E76BF3	36	490	Vocational	#E76BF3
#00B0F6	30	340	School	#00B0F6
#00B0F6	42	530	School	#00B0F6
#A3A500	50	670	NoQual	#A3A500
#E76BF3	45	680	Vocational	#E76BF3
#A3A500	33	390	NoQual	#A3A500
#E76BF3	40	600	Vocational	#E76BF3
#E76BF3	34	680	Vocational	#E76BF3
#00B0F6	7	70	School	#00B0F6
#A3A500	40	750	NoQual	#A3A500
#F8766D	50	8510	BachDeg+	#F8766D
#F8766D	20	270	BachDeg+	#F8766D
#E76BF3	17	540	Vocational	#E76BF3
#00BF7D	46	480	OthPostSec	#00BF7D
#A3A500	26	290	NoQual	#A3A500
#E76BF3	16	250	Vocational	#E76BF3
#E76BF3	20	300	Vocational	#E76BF3
#A3A500	9	370	NoQual	#A3A500
#E76BF3	32	850	Vocational	#E76BF3
#00B0F6	20	330	School	#00B0F6
#E76BF3	28	520	Vocational	#E76BF3
#F8766D	77	2240	BachDeg+	#F8766D
#00BF7D	27	480	OthPostSec	#00BF7D
#E76BF3	34	890	Vocational	#E76BF3
#00B0F6	30	530	School	#00B0F6
#F8766D	67	740	BachDeg+	#F8766D
#F8766D	45	310	BachDeg+	#F8766D
#E76BF3	20	700	Vocational	#E76BF3
#E76BF3	32	300	Vocational	#E76BF3
#A3A500	8	770	NoQual	#A3A500
#E76BF3	44	590	Vocational	#E76BF3
#E76BF3	20	240	Vocational	#E76BF3
#A3A500	24	670	NoQual	#A3A500
#00B0F6	68	1300	School	#00B0F6
#E76BF3	29	300	Vocational	#E76BF3
#E76BF3	37	370	Vocational	#E76BF3
#E76BF3	35	620	Vocational	#E76BF3
#00B0F6	45	680	School	#00B0F6
#F8766D	37	1150	BachDeg+	#F8766D
#E76BF3	40	690	Vocational	#E76BF3
#F8766D	46	700	BachDeg+	#F8766D
#00B0F6	19	610	School	#00B0F6
#E76BF3	38	500	Vocational	#E76BF3
#A3A500	35	890	NoQual	#A3A500
#A3A500	3	230	NoQual	#A3A500
#F8766D	17	800	BachDeg+	#F8766D
#A3A500	44	630	NoQual	#A3A500
#00B0F6	8	510	School	#00B0F6
#00BF7D	63	600	OthPostSec	#00BF7D
#E76BF3	35	510	Vocational	#E76BF3
#E76BF3	31	610	Vocational	#E76BF3
#E76BF3	24	220	Vocational	#E76BF3
#E76BF3	20	250	Vocational	#E76BF3
#00B0F6	39	570	School	#00B0F6
#00B0F6	40	820	School	#00B0F6
#A3A500	35	510	NoQual	#A3A500
#E76BF3	14	130	Vocational	#E76BF3
#E76BF3	37	1100	Vocational	#E76BF3
#E76BF3	24	390	Vocational	#E76BF3
#E76BF3	92	1940	Vocational	#E76BF3
#00B0F6	16	210	School	#00B0F6
#E76BF3	50	1210	Vocational	#E76BF3
#E76BF3	11	190	Vocational	#E76BF3
#F8766D	36	710	BachDeg+	#F8766D
#00B0F6	26	270	School	#00B0F6
#E76BF3	11	520	Vocational	#E76BF3
#A3A500	14	210	NoQual	#A3A500
#E76BF3	35	310	Vocational	#E76BF3
#00B0F6	28	400	School	#00B0F6
#E76BF3	28	490	Vocational	#E76BF3
#00B0F6	15	740	School	#00B0F6
#A3A500	38	370	NoQual	#A3A500
#E76BF3	37	780	Vocational	#E76BF3
#E76BF3	55	1310	Vocational	#E76BF3
#00B0F6	34	300	School	#00B0F6
#F8766D	25	490	BachDeg+	#F8766D
#A3A500	55	340	NoQual	#A3A500
#E76BF3	7	130	Vocational	#E76BF3
#E76BF3	45	820	Vocational	#E76BF3
#A3A500	35	370	NoQual	#A3A500
#F8766D	52	790	BachDeg+	#F8766D
#A3A500	5	230	NoQual	#A3A500
#00B0F6	32	560	School	#00B0F6
#F8766D	40	490	BachDeg+	#F8766D
#A3A500	35	280	NoQual	#A3A500
#00BF7D	31	510	OthPostSec	#00BF7D
#E76BF3	82	1700	Vocational	#E76BF3
#E76BF3	37	740	Vocational	#E76BF3
#A3A500	13	140	NoQual	#A3A500
#F8766D	31	830	BachDeg+	#F8766D
#E76BF3	34	780	Vocational	#E76BF3
#F8766D	50	1150	BachDeg+	#F8766D
#00BF7D	26	400	OthPostSec	#00BF7D
#E76BF3	60	820	Vocational	#E76BF3
#F8766D	17	250	BachDeg+	#F8766D
#E76BF3	37	480	Vocational	#E76BF3
#A3A500	55	420	NoQual	#A3A500
#A3A500	41	550	NoQual	#A3A500
#00B0F6	15	690	School	#00B0F6
#E76BF3	9	140	Vocational	#E76BF3
#A3A500	51	820	NoQual	#A3A500
#E76BF3	40	440	Vocational	#E76BF3
#00BF7D	40	570	OthPostSec	#00BF7D
#F8766D	42	1410	BachDeg+	#F8766D
#F8766D	40	420	BachDeg+	#F8766D
#E76BF3	60	1410	Vocational	#E76BF3
#E76BF3	40	1590	Vocational	#E76BF3
#A3A500	3	50	NoQual	#A3A500
#E76BF3	38	620	Vocational	#E76BF3
#E76BF3	30	590	Vocational	#E76BF3
#F8766D	45	1220	BachDeg+	#F8766D
#00B0F6	70	960	School	#00B0F6
#00B0F6	38	480	School	#00B0F6
#E76BF3	45	1000	Vocational	#E76BF3
#00BF7D	24	580	OthPostSec	#00BF7D
#E76BF3	24	290	Vocational	#E76BF3
#E76BF3	28	800	Vocational	#E76BF3
#E76BF3	45	430	Vocational	#E76BF3
#F8766D	40	470	BachDeg+	#F8766D
#F8766D	13	570	BachDeg+	#F8766D
#A3A500	30	680	NoQual	#A3A500
#F8766D	38	1350	BachDeg+	#F8766D
#E76BF3	40	830	Vocational	#E76BF3
#A3A500	18	480	NoQual	#A3A500
#E76BF3	41	870	Vocational	#E76BF3
#E76BF3	13	540	Vocational	#E76BF3
#E76BF3	16	260	Vocational	#E76BF3
#F8766D	21	370	BachDeg+	#F8766D
#E76BF3	40	470	Vocational	#E76BF3
#E76BF3	42	610	Vocational	#E76BF3
#E76BF3	24	270	Vocational	#E76BF3
#E76BF3	35	510	Vocational	#E76BF3
#A3A500	8	190	NoQual	#A3A500
#00B0F6	23	520	School	#00B0F6
#E76BF3	32	590	Vocational	#E76BF3
#E76BF3	34	340	Vocational	#E76BF3
#E76BF3	34	390	Vocational	#E76BF3
#00B0F6	45	640	School	#00B0F6
#00B0F6	52	1030	School	#00B0F6
#F8766D	26	610	BachDeg+	#F8766D
#E76BF3	50	1030	Vocational	#E76BF3
#F8766D	47	890	BachDeg+	#F8766D
#00B0F6	40	500	School	#00B0F6
#A3A500	23	270	NoQual	#A3A500
#E76BF3	50	490	Vocational	#E76BF3
#00BF7D	24	570	OthPostSec	#00BF7D
#E76BF3	22	230	Vocational	#E76BF3
#00B0F6	36	500	School	#00B0F6
#E76BF3	40	1270	Vocational	#E76BF3
#A3A500	36	290	NoQual	#A3A500
#A3A500	33	350	NoQual	#A3A500
#A3A500	36	490	NoQual	#A3A500
#E76BF3	15	620	Vocational	#E76BF3
#00BF7D	13	450	OthPostSec	#00BF7D
#00BF7D	39	1000	OthPostSec	#00BF7D
#F8766D	20	290	BachDeg+	#F8766D
#F8766D	22	230	BachDeg+	#F8766D
#00B0F6	40	590	School	#00B0F6
#00B0F6	25	330	School	#00B0F6
#00B0F6	20	790	School	#00B0F6
#00B0F6	20	250	School	#00B0F6
#E76BF3	30	420	Vocational	#E76BF3
#00B0F6	29	340	School	#00B0F6
#E76BF3	44	710	Vocational	#E76BF3
#00B0F6	22	370	School	#00B0F6
#E76BF3	39	690	Vocational	#E76BF3
#F8766D	50	700	BachDeg+	#F8766D
#F8766D	27	100	BachDeg+	#F8766D
#F8766D	40	800	BachDeg+	#F8766D
#F8766D	60	2320	BachDeg+	#F8766D
#E76BF3	44	600	Vocational	#E76BF3
#A3A500	61	830	NoQual	#A3A500
#00B0F6	37	900	School	#00B0F6
#E76BF3	32	1080	Vocational	#E76BF3
#A3A500	44	550	NoQual	#A3A500
#E76BF3	44	890	Vocational	#E76BF3
#00B0F6	22	2670	School	#00B0F6
#00BF7D	20	320	OthPostSec	#00BF7D
#E76BF3	32	690	Vocational	#E76BF3
#F8766D	40	1050	BachDeg+	#F8766D
#E76BF3	32	390	Vocational	#E76BF3
#00B0F6	17	200	School	#00B0F6
#A3A500	60	1180	NoQual	#A3A500
#00BF7D	18	360	OthPostSec	#00BF7D
#F8766D	37	1220	BachDeg+	#F8766D
#00B0F6	35	480	School	#00B0F6
#E76BF3	14	110	Vocational	#E76BF3
#E76BF3	12	140	Vocational	#E76BF3
#A3A500	49	500	NoQual	#A3A500
#00B0F6	12	400	School	#00B0F6
#F8766D	71	1130	BachDeg+	#F8766D
#00B0F6	6	290	School	#00B0F6
#F8766D	38	760	BachDeg+	#F8766D
#E76BF3	39	530	Vocational	#E76BF3
#E76BF3	37	370	Vocational	#E76BF3
#A3A500	13	110	NoQual	#A3A500
#E76BF3	12	230	Vocational	#E76BF3
#00B0F6	39	470	School	#00B0F6
#E76BF3	25	530	Vocational	#E76BF3
#F8766D	9	270	BachDeg+	#F8766D
#F8766D	40	790	BachDeg+	#F8766D
#F8766D	17	250	BachDeg+	#F8766D
#A3A500	12	100	NoQual	#A3A500
#00B0F6	32	350	School	#00B0F6
#F8766D	24	540	BachDeg+	#F8766D
#00BF7D	7	610	OthPostSec	#00BF7D
#E76BF3	40	680	Vocational	#E76BF3
#E76BF3	40	640	Vocational	#E76BF3
#A3A500	18	540	NoQual	#A3A500
#E76BF3	40	510	Vocational	#E76BF3
#00B0F6	26	560	School	#00B0F6
#E76BF3	31	860	Vocational	#E76BF3
#A3A500	17	170	NoQual	#A3A500
#E76BF3	10	870	Vocational	#E76BF3
#F8766D	65	1790	BachDeg+	#F8766D
#F8766D	30	710	BachDeg+	#F8766D
#A3A500	19	140	NoQual	#A3A500
#00BF7D	17	190	OthPostSec	#00BF7D
#A3A500	25	290	NoQual	#A3A500
#F8766D	32	580	BachDeg+	#F8766D
#F8766D	38	1130	BachDeg+	#F8766D
#A3A500	40	520	NoQual	#A3A500
#E76BF3	39	920	Vocational	#E76BF3
#F8766D	40	530	BachDeg+	#F8766D
#E76BF3	40	1680	Vocational	#E76BF3
#00BF7D	29	730	OthPostSec	#00BF7D
#00B0F6	39	650	School	#00B0F6
#E76BF3	30	330	Vocational	#E76BF3
#E76BF3	24	930	Vocational	#E76BF3
#00B0F6	31	640	School	#00B0F6
#00B0F6	45	550	School	#00B0F6
#E76BF3	22	400	Vocational	#E76BF3
#E76BF3	15	410	Vocational	#E76BF3
#A3A500	14	320	NoQual	#A3A500
#E76BF3	40	400	Vocational	#E76BF3
#E76BF3	15	570	Vocational	#E76BF3
#A3A500	45	860	NoQual	#A3A500
#A3A500	8	240	NoQual	#A3A500
#F8766D	19	410	BachDeg+	#F8766D
#E76BF3	40	1100	Vocational	#E76BF3
#00B0F6	37	550	School	#00B0F6
#A3A500	40	470	NoQual	#A3A500
#E76BF3	33	670	Vocational	#E76BF3
#E76BF3	20	210	Vocational	#E76BF3
#E76BF3	5	250	Vocational	#E76BF3
#E76BF3	40	620	Vocational	#E76BF3
#00B0F6	38	670	School	#00B0F6
#A3A500	32	380	NoQual	#A3A500
#00BF7D	54	1190	OthPostSec	#00BF7D
#00B0F6	42	680	School	#00B0F6
#00B0F6	16	440	School	#00B0F6
#A3A500	21	350	NoQual	#A3A500
#A3A500	61	660	NoQual	#A3A500
#E76BF3	31	370	Vocational	#E76BF3
#00B0F6	25	280	School	#00B0F6
#00BF7D	6	240	OthPostSec	#00BF7D
#E76BF3	40	450	Vocational	#E76BF3
#F8766D	48	860	BachDeg+	#F8766D
#A3A500	35	470	NoQual	#A3A500
#00B0F6	35	900	School	#00B0F6
#00B0F6	27	220	School	#00B0F6
#F8766D	40	800	BachDeg+	#F8766D
#00BF7D	40	360	OthPostSec	#00BF7D
#00B0F6	44	860	School	#00B0F6
#A3A500	18	360	NoQual	#A3A500
#00B0F6	40	480	School	#00B0F6
#00BF7D	32	530	OthPostSec	#00BF7D
#E76BF3	32	580	Vocational	#E76BF3
#F8766D	50	620	BachDeg+	#F8766D
#E76BF3	25	1180	Vocational	#E76BF3
#F8766D	40	440	BachDeg+	#F8766D
#A3A500	12	90	NoQual	#A3A500
#E76BF3	10	310	Vocational	#E76BF3
#E76BF3	46	700	Vocational	#E76BF3
#00BF7D	51	290	OthPostSec	#00BF7D
#E76BF3	18	170	Vocational	#E76BF3
#00B0F6	31	390	School	#00B0F6
#E76BF3	21	140	Vocational	#E76BF3
#A3A500	54	340	NoQual	#A3A500
#E76BF3	23	260	Vocational	#E76BF3
#A3A500	24	240	NoQual	#A3A500
#E76BF3	30	740	Vocational	#E76BF3
#00BF7D	40	780	OthPostSec	#00BF7D
#00B0F6	15	440	School	#00B0F6
#E76BF3	55	950	Vocational	#E76BF3
#00B0F6	35	900	School	#00B0F6
#E76BF3	38	650	Vocational	#E76BF3
#A3A500	47	690	NoQual	#A3A500
#A3A500	47	300	NoQual	#A3A500
#E76BF3	18	390	Vocational	#E76BF3
#E76BF3	12	250	Vocational	#E76BF3
#A3A500	25	310	NoQual	#A3A500
#A3A500	55	340	NoQual	#A3A500
#F8766D	37	790	BachDeg+	#F8766D
#E76BF3	30	420	Vocational	#E76BF3
#A3A500	26	260	NoQual	#A3A500
#00B0F6	26	230	School	#00B0F6
#A3A500	26	250	NoQual	#A3A500
#E76BF3	20	870	Vocational	#E76BF3
#00B0F6	20	280	School	#00B0F6
#E76BF3	50	2320	Vocational	#E76BF3
#E76BF3	31	740	Vocational	#E76BF3
#00B0F6	19	460	School	#00B0F6
#A3A500	16	150	NoQual	#A3A500
#E76BF3	31	490	Vocational	#E76BF3
#00B0F6	5	1260	School	#00B0F6
#F8766D	38	1660	BachDeg+	#F8766D
#E76BF3	40	470	Vocational	#E76BF3
#A3A500	29	520	NoQual	#A3A500
#E76BF3	20	190	Vocational	#E76BF3
#00B0F6	29	410	School	#00B0F6
#F8766D	47	1020	BachDeg+	#F8766D
#E76BF3	85	710	Vocational	#E76BF3
#E76BF3	46	1010	Vocational	#E76BF3
#00B0F6	22	200	School	#00B0F6
#F8766D	44	1540	BachDeg+	#F8766D
#E76BF3	47	760	Vocational	#E76BF3
#00BF7D	24	940	OthPostSec	#00BF7D
#F8766D	40	840	BachDeg+	#F8766D
#E76BF3	15	310	Vocational	#E76BF3
#E76BF3	36	440	Vocational	#E76BF3
#E76BF3	21	550	Vocational	#E76BF3
#E76BF3	40	650	Vocational	#E76BF3
#E76BF3	32	620	Vocational	#E76BF3
#E76BF3	16	140	Vocational	#E76BF3
#00B0F6	40	640	School	#00B0F6
#F8766D	63	3550	BachDeg+	#F8766D
#00B0F6	16	190	School	#00B0F6
#E76BF3	51	460	Vocational	#E76BF3
#F8766D	35	1930	BachDeg+	#F8766D
#E76BF3	23	380	Vocational	#E76BF3
#F8766D	35	540	BachDeg+	#F8766D
#F8766D	74	1140	BachDeg+	#F8766D
#E76BF3	50	590	Vocational	#E76BF3
#E76BF3	40	1500	Vocational	#E76BF3
#E76BF3	118	1330	Vocational	#E76BF3
#00B0F6	16	210	School	#00B0F6
#F8766D	38	1300	BachDeg+	#F8766D
#F8766D	120	1650	BachDeg+	#F8766D
#00B0F6	19	170	School	#00B0F6
#00B0F6	33	1540	School	#00B0F6
#E76BF3	40	580	Vocational	#E76BF3
#00B0F6	20	200	School	#00B0F6
#A3A500	34	670	NoQual	#A3A500
#A3A500	13	310	NoQual	#A3A500
#F8766D	40	1140	BachDeg+	#F8766D
#F8766D	40	760	BachDeg+	#F8766D
#00B0F6	15	230	School	#00B0F6
#00B0F6	43	540	School	#00B0F6
#E76BF3	65	820	Vocational	#E76BF3
#E76BF3	55	790	Vocational	#E76BF3
#E76BF3	40	1240	Vocational	#E76BF3
#00B0F6	30	520	School	#00B0F6
#E76BF3	7	260	Vocational	#E76BF3
#E76BF3	55	650	Vocational	#E76BF3
#F8766D	9	360	BachDeg+	#F8766D
#00B0F6	40	700	School	#00B0F6
#F8766D	32	760	BachDeg+	#F8766D
#F8766D	24	380	BachDeg+	#F8766D
#E76BF3	40	690	Vocational	#E76BF3
#E76BF3	14	400	Vocational	#E76BF3
#A3A500	42	770	NoQual	#A3A500
#E76BF3	24	510	Vocational	#E76BF3
#A3A500	78	660	NoQual	#A3A500
#00B0F6	40	1030	School	#00B0F6
#A3A500	25	600	NoQual	#A3A500
#E76BF3	44	720	Vocational	#E76BF3
#E76BF3	45	1130	Vocational	#E76BF3
#00B0F6	40	500	School	#00B0F6
#00B0F6	13	420	School	#00B0F6
#00BF7D	25	510	OthPostSec	#00BF7D
#E76BF3	40	790	Vocational	#E76BF3
#00B0F6	20	290	School	#00B0F6
#E76BF3	45	800	Vocational	#E76BF3
#E76BF3	23	550	Vocational	#E76BF3
#00BF7D	22	250	OthPostSec	#00BF7D
#E76BF3	44	770	Vocational	#E76BF3
#00B0F6	25	300	School	#00B0F6
#00BF7D	55	1380	OthPostSec	#00BF7D
#F8766D	51	1300	BachDeg+	#F8766D
#00B0F6	20	320	School	#00B0F6
#00B0F6	9	240	School	#00B0F6
#00B0F6	37	600	School	#00B0F6
#F8766D	11	550	BachDeg+	#F8766D
#00B0F6	12	880	School	#00B0F6
#00BF7D	27	470	OthPostSec	#00BF7D
#A3A500	41	550	NoQual	#A3A500
#E76BF3	40	620	Vocational	#E76BF3
#E76BF3	139	800	Vocational	#E76BF3
#00B0F6	20	580	School	#00B0F6
#A3A500	16	380	NoQual	#A3A500
#E76BF3	8	500	Vocational	#E76BF3
#E76BF3	45	750	Vocational	#E76BF3
#00B0F6	40	520	School	#00B0F6
#00B0F6	26	280	School	#00B0F6
#E76BF3	35	430	Vocational	#E76BF3
#E76BF3	24	270	Vocational	#E76BF3
#F8766D	48	870	BachDeg+	#F8766D
#00B0F6	41	640	School	#00B0F6
#00B0F6	6	90	School	#00B0F6
#E76BF3	40	900	Vocational	#E76BF3
#00BF7D	15	230	OthPostSec	#00BF7D
#E76BF3	63	1090	Vocational	#E76BF3
#E76BF3	61	620	Vocational	#E76BF3
#00B0F6	39	650	School	#00B0F6
#F8766D	60	1070	BachDeg+	#F8766D
#A3A500	41	250	NoQual	#A3A500
#F8766D	17	340	BachDeg+	#F8766D
#E76BF3	23	400	Vocational	#E76BF3
#F8766D	48	970	BachDeg+	#F8766D
#00B0F6	8	70	School	#00B0F6
#00B0F6	22	460	School	#00B0F6
#00B0F6	33	1570	School	#00B0F6
#00B0F6	40	580	School	#00B0F6
#E76BF3	14	180	Vocational	#E76BF3
#E76BF3	5	70	Vocational	#E76BF3
#E76BF3	40	630	Vocational	#E76BF3
#E76BF3	20	390	Vocational	#E76BF3
#00B0F6	20	530	School	#00B0F6
#E76BF3	40	430	Vocational	#E76BF3
#E76BF3	63	1000	Vocational	#E76BF3
#A3A500	25	430	NoQual	#A3A500
#E76BF3	42	250	Vocational	#E76BF3
#00B0F6	39	520	School	#00B0F6
#F8766D	16	420	BachDeg+	#F8766D
#00BF7D	20	640	OthPostSec	#00BF7D
#F8766D	36	1530	BachDeg+	#F8766D
#00B0F6	20	750	School	#00B0F6
#A3A500	35	680	NoQual	#A3A500
#00B0F6	33	360	School	#00B0F6
#00B0F6	30	400	School	#00B0F6
#E76BF3	30	320	Vocational	#E76BF3
#A3A500	9	440	NoQual	#A3A500
#E76BF3	40	400	Vocational	#E76BF3
#00B0F6	35	720	School	#00B0F6
#E76BF3	36	860	Vocational	#E76BF3
#F8766D	46	660	BachDeg+	#F8766D
#E76BF3	40	1070	Vocational	#E76BF3
#A3A500	4	80	NoQual	#A3A500
#A3A500	25	340	NoQual	#A3A500
#00B0F6	42	270	School	#00B0F6
#F8766D	40	610	BachDeg+	#F8766D
#00B0F6	21	200	School	#00B0F6
#F8766D	44	1020	BachDeg+	#F8766D
#E76BF3	34	510	Vocational	#E76BF3
#E76BF3	40	930	Vocational	#E76BF3
#00BF7D	44	510	OthPostSec	#00BF7D
#E76BF3	9	250	Vocational	#E76BF3
#F8766D	60	660	BachDeg+	#F8766D
#A3A500	21	170	NoQual	#A3A500
#F8766D	36	1530	BachDeg+	#F8766D
#A3A500	29	410	NoQual	#A3A500
#F8766D	16	200	BachDeg+	#F8766D
#A3A500	27	340	NoQual	#A3A500
#00B0F6	30	590	School	#00B0F6
#E76BF3	24	720	Vocational	#E76BF3
#E76BF3	32	200	Vocational	#E76BF3
#F8766D	44	1360	BachDeg+	#F8766D
#00B0F6	40	530	School	#00B0F6
#F8766D	56	1420	BachDeg+	#F8766D
#E76BF3	40	430	Vocational	#E76BF3
#A3A500	40	520	NoQual	#A3A500
#E76BF3	41	390	Vocational	#E76BF3
#E76BF3	59	690	Vocational	#E76BF3
#E76BF3	30	350	Vocational	#E76BF3
#00B0F6	13	200	School	#00B0F6
#F8766D	53	1250	BachDeg+	#F8766D
#F8766D	31	460	BachDeg+	#F8766D
#A3A500	19	250	NoQual	#A3A500
#E76BF3	44	900	Vocational	#E76BF3
#00B0F6	15	550	School	#00B0F6
#F8766D	16	770	BachDeg+	#F8766D
#00B0F6	16	150	School	#00B0F6
#00B0F6	20	180	School	#00B0F6
#00B0F6	40	470	School	#00B0F6
#00BF7D	33	490	OthPostSec	#00BF7D
#00B0F6	41	750	School	#00B0F6
#E76BF3	5	60	Vocational	#E76BF3
#E76BF3	5	330	Vocational	#E76BF3
#00B0F6	20	310	School	#00B0F6
#E76BF3	20	240	Vocational	#E76BF3
#00BF7D	40	730	OthPostSec	#00BF7D
#A3A500	13	220	NoQual	#A3A500
#A3A500	30	480	NoQual	#A3A500
#E76BF3	40	920	Vocational	#E76BF3
#E76BF3	40	730	Vocational	#E76BF3
#00BF7D	9	540	OthPostSec	#00BF7D
#00B0F6	19	510	School	#00B0F6
#00B0F6	10	520	School	#00B0F6
#00B0F6	44	740	School	#00B0F6
#00BF7D	20	1250	OthPostSec	#00BF7D
#A3A500	10	210	NoQual	#A3A500
#E76BF3	38	420	Vocational	#E76BF3
#00B0F6	34	520	School	#00B0F6
#A3A500	2	450	NoQual	#A3A500
#E76BF3	40	710	Vocational	#E76BF3
#00B0F6	3	230	School	#00B0F6
#00B0F6	42	760	School	#00B0F6
#A3A500	29	480	NoQual	#A3A500
#F8766D	16	320	BachDeg+	#F8766D
#A3A500	34	350	NoQual	#A3A500
#00BF7D	38	750	OthPostSec	#00BF7D
#00B0F6	50	280	School	#00B0F6
#00B0F6	46	770	School	#00B0F6
#E76BF3	40	1120	Vocational	#E76BF3
#A3A500	20	580	NoQual	#A3A500
#E76BF3	34	720	Vocational	#E76BF3
#00B0F6	38	720	School	#00B0F6
#00BF7D	27	370	OthPostSec	#00BF7D
#F8766D	10	70	BachDeg+	#F8766D
#E76BF3	42	710	Vocational	#E76BF3
